Problem Instance:		bpp1
201 [1450.0]  [520.0, 380.0, 310.0, 240.0, ] 
202 [1450.0]  [910.0, 540.0, ] 
203 [1440.0]  [450.0, 990.0, ] 
204 [1440.0]  [910.0, 530.0, ] 
205 [1440.0]  [730.0, 710.0, ] 
206 [1440.0]  [310.0, 650.0, 240.0, 240.0, ] 
207 [1440.0]  [870.0, 570.0, ] 
208 [1440.0]  [820.0, 320.0, 300.0, ] 
209 [1440.0]  [750.0, 380.0, 310.0, ] 
210 [1440.0]  [800.0, 640.0, ] 
211 [1440.0]  [920.0, 520.0, ] 
212 [1440.0]  [740.0, 700.0, ] 
213 [1440.0]  [960.0, 480.0, ] 
214 [1440.0]  [840.0, 600.0, ] 
215 [1440.0]  [910.0, 270.0, 260.0, ] 
216 [1440.0]  [790.0, 650.0, ] 
217 [1440.0]  [730.0, 710.0, ] 
218 [1440.0]  [470.0, 970.0, ] 
219 [1440.0]  [820.0, 620.0, ] 
220 [1440.0]  [610.0, 830.0, ] 
221 [1440.0]  [630.0, 810.0, ] 
222 [1440.0]  [600.0, 840.0, ] 
223 [1440.0]  [860.0, 580.0, ] 
224 [1440.0]  [760.0, 410.0, 270.0, ] 
225 [1440.0]  [830.0, 610.0, ] 
226 [1440.0]  [300.0, 810.0, 330.0, ] 
227 [1430.0]  [970.0, 460.0, ] 
228 [1430.0]  [950.0, 480.0, ] 
229 [1430.0]  [730.0, 700.0, ] 
230 [1430.0]  [830.0, 600.0, ] 
231 [1430.0]  [860.0, 570.0, ] 
232 [1430.0]  [1000.0, 430.0, ] 
233 [1430.0]  [530.0, 520.0, 380.0, ] 
234 [1430.0]  [900.0, 530.0, ] 
235 [1430.0]  [880.0, 550.0, ] 
236 [1430.0]  [1000.0, 430.0, ] 
237 [1430.0]  [500.0, 580.0, 350.0, ] 
238 [1430.0]  [1000.0, 430.0, ] 
239 [1430.0]  [980.0, 450.0, ] 
240 [1430.0]  [840.0, 590.0, ] 
241 [1430.0]  [830.0, 600.0, ] 
242 [1430.0]  [800.0, 630.0, ] 
243 [1430.0]  [980.0, 450.0, ] 
244 [1420.0]  [760.0, 450.0, 210.0, ] 
245 [1420.0]  [700.0, 720.0, ] 
246 [1420.0]  [600.0, 570.0, 250.0, ] 
247 [1420.0]  [680.0, 740.0, ] 
248 [1420.0]  [980.0, 440.0, ] 
249 [1420.0]  [890.0, 290.0, 240.0, ] 
250 [1420.0]  [850.0, 570.0, ] 
251 [1420.0]  [980.0, 440.0, ] 
252 [1420.0]  [640.0, 520.0, 260.0, ] 
253 [1420.0]  [890.0, 530.0, ] 
254 [1420.0]  [660.0, 370.0, 390.0, ] 
255 [1420.0]  [810.0, 610.0, ] 
256 [1420.0]  [970.0, 450.0, ] 
257 [1420.0]  [1000.0, 420.0, ] 
258 [1420.0]  [1000.0, 420.0, ] 
259 [1420.0]  [770.0, 650.0, ] 
260 [1420.0]  [840.0, 580.0, ] 
261 [1420.0]  [640.0, 780.0, ] 
262 [1420.0]  [850.0, 570.0, ] 
263 [1420.0]  [870.0, 550.0, ] 
264 [1420.0]  [960.0, 460.0, ] 
265 [1420.0]  [580.0, 380.0, 460.0, ] 
266 [1420.0]  [430.0, 510.0, 480.0, ] 
267 [1420.0]  [980.0, 440.0, ] 
268 [1410.0]  [840.0, 570.0, ] 
269 [1410.0]  [690.0, 720.0, ] 
270 [1410.0]  [740.0, 350.0, 320.0, ] 
271 [1410.0]  [810.0, 600.0, ] 
272 [1410.0]  [840.0, 570.0, ] 
273 [1410.0]  [1000.0, 410.0, ] 
274 [1410.0]  [840.0, 570.0, ] 
275 [1410.0]  [440.0, 350.0, 330.0, 290.0, ] 
276 [1410.0]  [450.0, 960.0, ] 
277 [1410.0]  [930.0, 480.0, ] 
278 [1410.0]  [870.0, 540.0, ] 
279 [1410.0]  [760.0, 400.0, 250.0, ] 
280 [1400.0]  [240.0, 440.0, 520.0, 200.0, ] 
281 [1400.0]  [690.0, 440.0, 270.0, ] 
282 [1400.0]  [560.0, 630.0, 210.0, ] 
283 [1400.0]  [720.0, 400.0, 280.0, ] 
284 [1400.0]  [530.0, 870.0, ] 
285 [1400.0]  [670.0, 730.0, ] 
286 [1400.0]  [550.0, 850.0, ] 
287 [1400.0]  [720.0, 390.0, 290.0, ] 
288 [1400.0]  [950.0, 450.0, ] 
289 [1400.0]  [670.0, 730.0, ] 
290 [1400.0]  [600.0, 800.0, ] 
291 [1400.0]  [530.0, 650.0, 220.0, ] 
292 [1400.0]  [790.0, 330.0, 280.0, ] 
293 [1400.0]  [730.0, 670.0, ] 
294 [1400.0]  [640.0, 410.0, 350.0, ] 
295 [1400.0]  [310.0, 340.0, 360.0, 390.0, ] 
296 [1400.0]  [660.0, 740.0, ] 
297 [1400.0]  [710.0, 690.0, ] 
298 [1390.0]  [690.0, 420.0, 280.0, ] 
299 [1390.0]  [800.0, 590.0, ] 
300 [1390.0]  [840.0, 550.0, ] 
301 [1390.0]  [880.0, 510.0, ] 
302 [1390.0]  [920.0, 470.0, ] 
303 [1390.0]  [980.0, 410.0, ] 
304 [1390.0]  [940.0, 450.0, ] 
305 [1390.0]  [840.0, 550.0, ] 
306 [1390.0]  [790.0, 600.0, ] 
307 [1390.0]  [780.0, 610.0, ] 
308 [1390.0]  [450.0, 620.0, 320.0, ] 
309 [1390.0]  [700.0, 690.0, ] 
310 [1390.0]  [420.0, 410.0, 290.0, 270.0, ] 
311 [1390.0]  [530.0, 540.0, 320.0, ] 
312 [1390.0]  [670.0, 380.0, 340.0, ] 
313 [1390.0]  [320.0, 270.0, 430.0, 370.0, ] 
314 [1390.0]  [510.0, 440.0, 440.0, ] 
315 [1390.0]  [910.0, 480.0, ] 
316 [1380.0]  [970.0, 410.0, ] 
317 [1380.0]  [610.0, 500.0, 270.0, ] 
318 [1380.0]  [810.0, 570.0, ] 
319 [1380.0]  [780.0, 600.0, ] 
320 [1380.0]  [570.0, 810.0, ] 
321 [1380.0]  [600.0, 780.0, ] 
322 [1380.0]  [950.0, 430.0, ] 
323 [1380.0]  [800.0, 580.0, ] 
324 [1380.0]  [400.0, 690.0, 290.0, ] 
325 [1380.0]  [950.0, 430.0, ] 
326 [1380.0]  [960.0, 420.0, ] 
327 [1380.0]  [850.0, 530.0, ] 
328 [1380.0]  [610.0, 350.0, 420.0, ] 
329 [1380.0]  [910.0, 470.0, ] 
330 [1380.0]  [560.0, 820.0, ] 
331 [1370.0]  [650.0, 380.0, 340.0, ] 
332 [1370.0]  [900.0, 470.0, ] 
333 [1370.0]  [680.0, 690.0, ] 
334 [1370.0]  [970.0, 400.0, ] 
335 [1370.0]  [840.0, 530.0, ] 
336 [1370.0]  [780.0, 590.0, ] 
337 [1370.0]  [1000.0, 370.0, ] 
338 [1370.0]  [770.0, 600.0, ] 
339 [1370.0]  [910.0, 460.0, ] 
340 [1370.0]  [880.0, 490.0, ] 
341 [1370.0]  [970.0, 400.0, ] 
342 [1370.0]  [940.0, 430.0, ] 
343 [1370.0]  [670.0, 700.0, ] 
344 [1370.0]  [890.0, 480.0, ] 
345 [1370.0]  [850.0, 520.0, ] 
346 [1370.0]  [970.0, 400.0, ] 
347 [1360.0]  [730.0, 340.0, 290.0, ] 
348 [1360.0]  [950.0, 410.0, ] 
349 [1360.0]  [950.0, 410.0, ] 
350 [1360.0]  [760.0, 600.0, ] 
351 [1360.0]  [880.0, 480.0, ] 
352 [1360.0]  [720.0, 640.0, ] 
353 [1360.0]  [560.0, 450.0, 350.0, ] 
354 [1360.0]  [840.0, 520.0, ] 
355 [1360.0]  [880.0, 480.0, ] 
356 [1350.0]  [1000.0, 350.0, ] 
357 [1350.0]  [900.0, 450.0, ] 
358 [1350.0]  [630.0, 420.0, 300.0, ] 
359 [1350.0]  [460.0, 420.0, 470.0, ] 
360 [1350.0]  [920.0, 430.0, ] 
361 [1350.0]  [870.0, 480.0, ] 
362 [1350.0]  [950.0, 400.0, ] 
363 [1350.0]  [990.0, 360.0, ] 
364 [1350.0]  [980.0, 370.0, ] 
365 [1350.0]  [980.0, 370.0, ] 
366 [1350.0]  [850.0, 500.0, ] 
367 [1350.0]  [910.0, 440.0, ] 
368 [1350.0]  [690.0, 660.0, ] 
369 [1340.0]  [950.0, 390.0, ] 
370 [1340.0]  [880.0, 460.0, ] 
371 [1340.0]  [940.0, 400.0, ] 
372 [1340.0]  [970.0, 370.0, ] 
373 [1340.0]  [970.0, 370.0, ] 
374 [1340.0]  [680.0, 660.0, ] 
375 [1340.0]  [1000.0, 340.0, ] 
376 [1340.0]  [980.0, 360.0, ] 
377 [1340.0]  [780.0, 560.0, ] 
378 [1340.0]  [700.0, 640.0, ] 
379 [1340.0]  [910.0, 430.0, ] 
380 [1340.0]  [720.0, 620.0, ] 
381 [1340.0]  [590.0, 750.0, ] 
382 [1330.0]  [450.0, 440.0, 440.0, ] 
383 [1330.0]  [870.0, 460.0, ] 
384 [1330.0]  [670.0, 660.0, ] 
385 [1330.0]  [740.0, 590.0, ] 
386 [1330.0]  [950.0, 380.0, ] 
387 [1330.0]  [760.0, 570.0, ] 
388 [1330.0]  [430.0, 900.0, ] 
389 [1330.0]  [890.0, 440.0, ] 
390 [1330.0]  [250.0, 490.0, 270.0, 320.0, ] 
391 [1320.0]  [900.0, 420.0, ] 
392 [1320.0]  [370.0, 530.0, 420.0, ] 
393 [1320.0]  [890.0, 430.0, ] 
394 [1320.0]  [790.0, 530.0, ] 
395 [1320.0]  [620.0, 700.0, ] 
396 [1320.0]  [1000.0, 320.0, ] 
397 [1320.0]  [600.0, 360.0, 360.0, ] 
398 [1320.0]  [780.0, 540.0, ] 
399 [1320.0]  [900.0, 420.0, ] 
400 [1320.0]  [220.0, 590.0, 510.0, ] 
401 [1320.0]  [660.0, 660.0, ] 
402 [1320.0]  [960.0, 360.0, ] 
403 [1310.0]  [1000.0, 310.0, ] 
404 [1310.0]  [980.0, 330.0, ] 
405 [1310.0]  [1000.0, 310.0, ] 
406 [1310.0]  [890.0, 420.0, ] 
407 [1310.0]  [340.0, 660.0, 310.0, ] 
408 [1310.0]  [830.0, 480.0, ] 
409 [1310.0]  [920.0, 390.0, ] 
410 [1310.0]  [890.0, 420.0, ] 
411 [1310.0]  [960.0, 350.0, ] 
412 [1310.0]  [560.0, 750.0, ] 
413 [1300.0]  [800.0, 500.0, ] 
414 [1300.0]  [530.0, 770.0, ] 
415 [1260.0]  [840.0, 420.0, ] 
416 [1260.0]  [390.0, 400.0, 470.0, ] 
417 [1200.0]  [750.0, 450.0, ] 
418 [0.0]  [] 

