Problem Instance:		bpp2
199 [1450.0]  [970.0, 230.0, 250.0, ] 
200 [1450.0]  [490.0, 370.0, 590.0, ] 
201 [1450.0]  [760.0, 690.0, ] 
202 [1450.0]  [800.0, 650.0, ] 
203 [1450.0]  [850.0, 390.0, 210.0, ] 
204 [1450.0]  [950.0, 500.0, ] 
205 [1450.0]  [580.0, 440.0, 430.0, ] 
206 [1450.0]  [900.0, 550.0, ] 
207 [1450.0]  [780.0, 450.0, 220.0, ] 
208 [1440.0]  [880.0, 560.0, ] 
209 [1440.0]  [740.0, 700.0, ] 
210 [1440.0]  [890.0, 550.0, ] 
211 [1440.0]  [1000.0, 440.0, ] 
212 [1440.0]  [990.0, 450.0, ] 
213 [1440.0]  [970.0, 470.0, ] 
214 [1440.0]  [750.0, 350.0, 340.0, ] 
215 [1440.0]  [830.0, 610.0, ] 
216 [1440.0]  [850.0, 590.0, ] 
217 [1440.0]  [650.0, 790.0, ] 
218 [1440.0]  [720.0, 450.0, 270.0, ] 
219 [1440.0]  [830.0, 610.0, ] 
220 [1440.0]  [720.0, 720.0, ] 
221 [1440.0]  [1000.0, 440.0, ] 
222 [1440.0]  [870.0, 570.0, ] 
223 [1440.0]  [780.0, 660.0, ] 
224 [1440.0]  [990.0, 450.0, ] 
225 [1440.0]  [900.0, 540.0, ] 
226 [1440.0]  [660.0, 780.0, ] 
227 [1440.0]  [780.0, 340.0, 320.0, ] 
228 [1430.0]  [980.0, 450.0, ] 
229 [1430.0]  [970.0, 460.0, ] 
230 [1430.0]  [680.0, 400.0, 350.0, ] 
231 [1430.0]  [840.0, 590.0, ] 
232 [1430.0]  [820.0, 610.0, ] 
233 [1430.0]  [580.0, 450.0, 400.0, ] 
234 [1430.0]  [590.0, 390.0, 450.0, ] 
235 [1430.0]  [910.0, 520.0, ] 
236 [1430.0]  [870.0, 560.0, ] 
237 [1430.0]  [760.0, 370.0, 300.0, ] 
238 [1430.0]  [690.0, 740.0, ] 
239 [1430.0]  [810.0, 620.0, ] 
240 [1430.0]  [980.0, 450.0, ] 
241 [1430.0]  [890.0, 540.0, ] 
242 [1430.0]  [810.0, 620.0, ] 
243 [1430.0]  [880.0, 550.0, ] 
244 [1430.0]  [690.0, 740.0, ] 
245 [1430.0]  [890.0, 540.0, ] 
246 [1430.0]  [570.0, 270.0, 590.0, ] 
247 [1430.0]  [970.0, 460.0, ] 
248 [1430.0]  [690.0, 740.0, ] 
249 [1430.0]  [780.0, 650.0, ] 
250 [1430.0]  [940.0, 490.0, ] 
251 [1430.0]  [910.0, 520.0, ] 
252 [1430.0]  [850.0, 580.0, ] 
253 [1430.0]  [840.0, 590.0, ] 
254 [1420.0]  [780.0, 640.0, ] 
255 [1420.0]  [780.0, 640.0, ] 
256 [1420.0]  [860.0, 560.0, ] 
257 [1420.0]  [990.0, 430.0, ] 
258 [1420.0]  [690.0, 730.0, ] 
259 [1420.0]  [720.0, 320.0, 380.0, ] 
260 [1420.0]  [910.0, 510.0, ] 
261 [1420.0]  [520.0, 900.0, ] 
262 [1420.0]  [930.0, 490.0, ] 
263 [1420.0]  [810.0, 610.0, ] 
264 [1420.0]  [990.0, 430.0, ] 
265 [1420.0]  [830.0, 590.0, ] 
266 [1420.0]  [860.0, 560.0, ] 
267 [1420.0]  [740.0, 680.0, ] 
268 [1420.0]  [760.0, 660.0, ] 
269 [1420.0]  [810.0, 610.0, ] 
270 [1420.0]  [970.0, 450.0, ] 
271 [1420.0]  [860.0, 560.0, ] 
272 [1420.0]  [900.0, 520.0, ] 
273 [1420.0]  [870.0, 550.0, ] 
274 [1420.0]  [1000.0, 420.0, ] 
275 [1420.0]  [470.0, 640.0, 310.0, ] 
276 [1420.0]  [910.0, 510.0, ] 
277 [1410.0]  [790.0, 400.0, 220.0, ] 
278 [1410.0]  [900.0, 510.0, ] 
279 [1410.0]  [910.0, 500.0, ] 
280 [1410.0]  [670.0, 740.0, ] 
281 [1410.0]  [870.0, 540.0, ] 
282 [1410.0]  [550.0, 420.0, 440.0, ] 
283 [1410.0]  [770.0, 640.0, ] 
284 [1410.0]  [890.0, 250.0, 270.0, ] 
285 [1410.0]  [840.0, 570.0, ] 
286 [1410.0]  [970.0, 440.0, ] 
287 [1410.0]  [770.0, 220.0, 420.0, ] 
288 [1410.0]  [920.0, 490.0, ] 
289 [1410.0]  [940.0, 470.0, ] 
290 [1410.0]  [720.0, 690.0, ] 
291 [1410.0]  [700.0, 390.0, 320.0, ] 
292 [1400.0]  [960.0, 230.0, 210.0, ] 
293 [1400.0]  [780.0, 390.0, 230.0, ] 
294 [1400.0]  [800.0, 300.0, 300.0, ] 
295 [1400.0]  [770.0, 630.0, ] 
296 [1400.0]  [1000.0, 400.0, ] 
297 [1400.0]  [670.0, 730.0, ] 
298 [1400.0]  [780.0, 620.0, ] 
299 [1400.0]  [880.0, 520.0, ] 
300 [1400.0]  [930.0, 470.0, ] 
301 [1400.0]  [900.0, 500.0, ] 
302 [1400.0]  [880.0, 520.0, ] 
303 [1400.0]  [300.0, 490.0, 340.0, 270.0, ] 
304 [1400.0]  [900.0, 500.0, ] 
305 [1400.0]  [750.0, 650.0, ] 
306 [1400.0]  [820.0, 330.0, 250.0, ] 
307 [1400.0]  [690.0, 710.0, ] 
308 [1400.0]  [710.0, 690.0, ] 
309 [1400.0]  [880.0, 520.0, ] 
310 [1400.0]  [620.0, 780.0, ] 
311 [1400.0]  [640.0, 760.0, ] 
312 [1400.0]  [990.0, 410.0, ] 
313 [1390.0]  [700.0, 400.0, 290.0, ] 
314 [1390.0]  [600.0, 790.0, ] 
315 [1390.0]  [640.0, 750.0, ] 
316 [1390.0]  [870.0, 520.0, ] 
317 [1390.0]  [930.0, 460.0, ] 
318 [1390.0]  [880.0, 510.0, ] 
319 [1390.0]  [910.0, 480.0, ] 
320 [1390.0]  [910.0, 480.0, ] 
321 [1390.0]  [730.0, 380.0, 280.0, ] 
322 [1390.0]  [680.0, 710.0, ] 
323 [1390.0]  [730.0, 660.0, ] 
324 [1390.0]  [920.0, 470.0, ] 
325 [1390.0]  [960.0, 430.0, ] 
326 [1380.0]  [620.0, 760.0, ] 
327 [1380.0]  [750.0, 630.0, ] 
328 [1380.0]  [980.0, 400.0, ] 
329 [1380.0]  [780.0, 600.0, ] 
330 [1380.0]  [750.0, 630.0, ] 
331 [1380.0]  [370.0, 550.0, 460.0, ] 
332 [1380.0]  [910.0, 470.0, ] 
333 [1380.0]  [890.0, 490.0, ] 
334 [1380.0]  [570.0, 440.0, 370.0, ] 
335 [1380.0]  [800.0, 580.0, ] 
336 [1380.0]  [760.0, 620.0, ] 
337 [1380.0]  [530.0, 850.0, ] 
338 [1370.0]  [820.0, 550.0, ] 
339 [1370.0]  [760.0, 610.0, ] 
340 [1370.0]  [1000.0, 370.0, ] 
341 [1370.0]  [960.0, 410.0, ] 
342 [1370.0]  [440.0, 930.0, ] 
343 [1370.0]  [990.0, 380.0, ] 
344 [1370.0]  [450.0, 920.0, ] 
345 [1370.0]  [600.0, 770.0, ] 
346 [1370.0]  [770.0, 600.0, ] 
347 [1370.0]  [950.0, 420.0, ] 
348 [1370.0]  [930.0, 440.0, ] 
349 [1370.0]  [780.0, 590.0, ] 
350 [1370.0]  [980.0, 390.0, ] 
351 [1370.0]  [1000.0, 370.0, ] 
352 [1370.0]  [650.0, 720.0, ] 
353 [1370.0]  [690.0, 680.0, ] 
354 [1360.0]  [770.0, 590.0, ] 
355 [1360.0]  [920.0, 440.0, ] 
356 [1360.0]  [900.0, 460.0, ] 
357 [1360.0]  [1000.0, 360.0, ] 
358 [1360.0]  [780.0, 580.0, ] 
359 [1360.0]  [910.0, 450.0, ] 
360 [1360.0]  [760.0, 600.0, ] 
361 [1360.0]  [830.0, 530.0, ] 
362 [1360.0]  [970.0, 390.0, ] 
363 [1360.0]  [990.0, 370.0, ] 
364 [1360.0]  [670.0, 380.0, 310.0, ] 
365 [1360.0]  [520.0, 840.0, ] 
366 [1360.0]  [810.0, 550.0, ] 
367 [1350.0]  [810.0, 540.0, ] 
368 [1350.0]  [700.0, 650.0, ] 
369 [1350.0]  [600.0, 750.0, ] 
370 [1350.0]  [480.0, 870.0, ] 
371 [1350.0]  [760.0, 590.0, ] 
372 [1350.0]  [610.0, 740.0, ] 
373 [1350.0]  [990.0, 360.0, ] 
374 [1350.0]  [980.0, 370.0, ] 
375 [1350.0]  [790.0, 560.0, ] 
376 [1350.0]  [950.0, 400.0, ] 
377 [1350.0]  [920.0, 430.0, ] 
378 [1350.0]  [1000.0, 350.0, ] 
379 [1350.0]  [940.0, 410.0, ] 
380 [1350.0]  [610.0, 740.0, ] 
381 [1350.0]  [980.0, 370.0, ] 
382 [1350.0]  [900.0, 450.0, ] 
383 [1340.0]  [960.0, 380.0, ] 
384 [1340.0]  [810.0, 530.0, ] 
385 [1340.0]  [990.0, 350.0, ] 
386 [1340.0]  [760.0, 580.0, ] 
387 [1340.0]  [520.0, 820.0, ] 
388 [1340.0]  [790.0, 550.0, ] 
389 [1340.0]  [880.0, 460.0, ] 
390 [1340.0]  [880.0, 460.0, ] 
391 [1340.0]  [620.0, 320.0, 400.0, ] 
392 [1340.0]  [990.0, 350.0, ] 
393 [1340.0]  [540.0, 800.0, ] 
394 [1340.0]  [840.0, 500.0, ] 
395 [1340.0]  [960.0, 380.0, ] 
396 [1340.0]  [970.0, 370.0, ] 
397 [1340.0]  [890.0, 450.0, ] 
398 [1330.0]  [800.0, 530.0, ] 
399 [1330.0]  [930.0, 400.0, ] 
400 [1330.0]  [900.0, 430.0, ] 
401 [1330.0]  [880.0, 450.0, ] 
402 [1330.0]  [430.0, 290.0, 610.0, ] 
403 [1330.0]  [880.0, 450.0, ] 
404 [1330.0]  [970.0, 360.0, ] 
405 [1330.0]  [1000.0, 330.0, ] 
406 [1330.0]  [840.0, 490.0, ] 
407 [1320.0]  [910.0, 410.0, ] 
408 [1320.0]  [640.0, 680.0, ] 
409 [1320.0]  [660.0, 660.0, ] 
410 [1320.0]  [980.0, 340.0, ] 
411 [1320.0]  [840.0, 480.0, ] 
412 [1320.0]  [910.0, 410.0, ] 
413 [1320.0]  [640.0, 300.0, 380.0, ] 
414 [1320.0]  [990.0, 330.0, ] 
415 [1320.0]  [790.0, 530.0, ] 
416 [1320.0]  [960.0, 360.0, ] 
417 [1310.0]  [720.0, 590.0, ] 
418 [1310.0]  [770.0, 540.0, ] 
419 [1310.0]  [390.0, 450.0, 470.0, ] 
420 [1310.0]  [990.0, 320.0, ] 
421 [1310.0]  [910.0, 400.0, ] 
422 [1310.0]  [990.0, 320.0, ] 
423 [1310.0]  [730.0, 580.0, ] 
424 [490.0]  [260.0, 230.0, ] 
425 [0.0]  [] 

